LONG,LAT,IGNORE4,NAME,PHONE,AVAILABILITY,NOTES,STATE,REGION,AREA
-110.637,45.42,PARA,Paradise FAS,,,Fish/Wildlife sites may have few facilitiies,MT,S,Livingston
-112.169,46.443,PARK,Park Lake,406.449.5490/406.449.5201,,,MT,W,Clancy
-109.404,45.062,PARS,Parkside,406.446.2103/406.657.6200,mid may-mid sep,,MT,SW,Red Lodge
-115.308,48.725,PECK,Peck Gulch,406.296.2536/406.293.6211,,,MT,SW,Eureka
-109.771,45.758,PELI,Pelican FAS,,,Fish/Wildlife sites may have few facilitiies,MT,SE,Big Timber
-111.773,47.197,PELP,Pelican Point FAS,,,Fish/Wildlife sites may have few facilitiies,MT,SW,Cascade
-115.767,48.831,PETE,Pete Creek,406.295.4693/406.293.6211,,,MT,N,Troy
-113.644,48.058,PETC,Peters Creek,406.758.5376/406.758.5200,,,MT,SE,Hungry Horse
-114.445,46.991,PETT,Petty Creek FAS,,,Fish/Wildlife sites may have few facilitiies,MT,NW,Missoula
-113.288,46.206,PHIL,Philipsburg Bay,406.859.3211/406.683.3900,mid jun-late sep,,MT,S,Philipsburg
-112.4,45.801,PIGE,Pigeon Creek,406.287.3223/406.683.3900,,,MT,SE,Butte
-110.525,45.498,PINC,Pine Creek,406.222.1892/406.587.6701,early jun-mid sep,,MT,S,Livingston
-109.643,45.276,PING,Pine Grove,406.446.2103/406.657.6200,,,MT,SW,Fishtail
-113.306,46.196,PINE,Piney,406.859.3211/406.683.3900,,,MT,S,Philipsburg
-112.478,47.694,PUSH,Pishkun Reservoir FAS,,,Fish/Wildlife sites may have few facilitiies,MT,SW,Choteau
-113.503,47.12,PLAC,Placid Lake State Park,406.677.6804,early may-late nov,,MT,S,Seeley Lake
-108.005,45.996,POMP,Pompeys Pillar FAS,,,Fish/Wildlife sites may have few facilitiies,MT,E,Worden
-111.911,45.573,POTO,Potosi,406.682.4253/406.683.3900,,,MT,SW,Harrison
-105.433,46.743,POWD,Powder River Depot FAS,,,Fish/Wildlife sites may have few facilitiies,MT,SW,Terry
-111.827,47.171,PREW,Prewett Creek FAS,,,Fish/Wildlife sites may have few facilitiies,MT,SW,Cascade
-113.088,45.473,PRIC,Price Creek,406.683.3900/406.683.3900,,,MT,NW,Dillon
-112.123,46.93,PRIC,Prickly Pear FAS,,,Fish/Wildlife sites may have few facilitiies,MT,N,Helena
-114.225,48.722,QUAC,Quartz Creek - Glacier National Park,406.888.7800,,primitive - very rough road - RVs not recommended,MT,SE,Polebridge
-114.765,47.075,QUAR,Quartz Flat,406.822.4233/406.329.3750,,,MT,SE,Superior
-112.937,46.281,RACE,Racetrack,406.859.3211/406.683.3900,,,MT,NW,Butte
-111.177,44.778,RAIN,Rainbow Point,406.832.6961/406.587.6701,mid may-late sep,,MT,NW,West Yellowstone
-113.589,47.337,RAIL,Rainy Lake,406.677.2233/406.329.3750,,,MT,NW,Seeley Lake
-109.32,45.09,RATT,Rattin,406.446.2103/406.657.6200,mid may-mid sep,,MT,SW,Red Lodge
-111.487,44.827,RAYN,Raynolds Pass FAS,,,Fish/Wildlife sites may have few facilitiies,MT,NW,West Yellowsto
-111.241,45.173,REDC,Red Cliff,406.522.2520/406.587.6701,mid may-late sep,,MT,SE,Big Sky
-114.561,48.754,REDM,Red Meadow Lake,406.387.3800/406.758.5200,,,MT,NW,Columbia Falls
-111.57,45.605,REDN,Red Mountain,,,unknown facil,MT,W,Bozeman
-106.147,45.569,REDS,Red Shale,406.784.2344/406.657.6200,,,MT,E,Ashland
-115.919,48.761,REDT,Red Top,406.295.4693/406.293.6211,,,MT,N,Troy
-113.454,45.122,RESE,Reservoir Lake,406.683.3900/406.683.3900,,,MT,W,Dillon
-115.159,48.901,REXF,Rexford Bench,406.296.2536/406.293.6211,early may-mid sep,,MT,W,Eureka
-113.519,48.696,RISI,Rising Sun - Glacier National Park,406.888.7800,,,MT,SW,St Mary
-113.136,46.986,RIVE,River Junction FAS,,,very rough road - some Fish/Wildlife sites may not have tables,MT,E,Bonner
-113.513,47.186,RIVP,River Point  Complex,406.677.2233/406.329.3750,,,MT,W,Seley Lake
-109.937,48.6,RIVE,River Run  - Fresno Reservoir - USBR,406.247.7298,,dispersed - unknown facil,MT,W,Havre
-108.756,45.654,RIVL,Riverside City Park - Laurel,406.628.4796,,,MT,SE,Laurel
-115.053,48.878,RIPE,Riverside Park - Eureka,,,unknown facilities,MT,S,Eureka
-111.577,44.884,RIVV,Riverview,406.682.4253/406.683.3900,,,MT,S,Ennis
-106.29,47.766,ROCK,Rock Creek FAS,,,Fish/Wildlife sites may have few facilitiies,MT,SE,Glasgow
-115.011,48.824,ROCK,Rock Lake,,,,MT,SE,Eureka
-115.313,48.652,ROCG,Rocky Gorge,406.296.2536/406.293.6211,,,MT,SW,Eureka
-114.28,45.765,ROMB,Rombo,406.821.3269/406.363.7121,mid may-late oct,,MT,S,Darby
-106.678,46.274,ROSE,Rosebud East FAS,,,Fish/Wildlife sites may have few facilitiies,MT,N,Forsyth
-109.506,45.448,ROSI,Rosebud Isle FAS,,,Fish/Wildlife sites may have few facilitiies,MT,S,Fishtail
-108.537,46.45,ROUN,Roundup City Park,,,at fairgrounds - shaded,MT,NE,Roundup
-115.078,46.732,RUBY,Ruby Creek,,,,MT,,
-113.308,47.023,RUSS,Russell Gates Memorial FAS,,,Fish/Wildlife sites may have few facilitiies,MT,E,Bonner
-108.555,45.214,SAGE,Sage Creek,406.446.2103/406.657.6200,,high clearance vehicle,MT,E,Bridger
-112.688,45.625,SALM,Salmon Fly FAS,,,Fish/Wildlife sites may have few facilitiies,MT,S,Melrose
-113.399,47.094,SALM,Salmon Lake State Park,406.677.6804,early may-late sep,,MT,SE,Seeley Lake
-114.25,45.826,SAMB,Sam Billings Memorial,406.821.3269/406.363.7121,,,MT,S,Darby
-111.086,48.309,SANF,Sanford Park - Lake Elwell - USBR,406.759.5077,all year,,MT,S,Chester
-111.089,48.317,SANF,Sanford Park - Tiber Reservoir (Lake Elwell),406.456.3226,,,MT,SW,Chester
-114.495,46.151,SCHU,Schumaker,406.821.3913/406.363.7121,,,MT,NW,Darby
-113.519,47.192,SEEL,Seeley Lake  Complex,406.677.2233/406.329.3750,,,MT,NW,Seley Lake
-110.226,46.465,SELK,Selkirk FAS,,,Fish/Wildlife sites may have few facilitiies,MT,E,White Sulphur
-104.232,47.576,SEVE,Seven Sisters FAS,,,Fish/Wildlife sites may have few facilitiies,MT,S,Sidney
-113.184,45.988,SEYM,Seymour Creek,406.832.3178/406.683.3900,,,MT,NW,Wise River
-104.043,47.857,SHAR,Sharbano City Park,,,well maintained,MT,NE,Fairview
-109.307,45.102,SHER,Sheridan,406.446.2103/406.657.6200,mid may-late aug,,MT,SW,Red Lodge
-113.719,46.423,SIRI,Siria,406.329.3814/406.329.3750,,,MT,W,Philipsburg
-111.098,46.354,SKID,Skidway,406.266.3425/406.449.5201,,,MT,E,Townsend
-114.282,45.698,SLAT,Slate Creek,406.821.3269/406.363.7121,,,MT,S,Darby
-115.026,47.235,SLOW,Slowey,406.822.4233/406.329.3750,,,MT,NW,Superior
-110.549,45.289,SNOW,Snowbank,406.222.1892/406.587.6701,early jun-late aug,,MT,S,Livingston
-104.103,48.006,SNOW,Snowden Bridge FAS,,,Fish/Wildlife sites may have few facilitiies,MT,N,Sidney
-109.912,45.024,SODA,Soda Butte,406.848.7375/406.587.6701,,may be no tents due to bears - check,MT,E,Cooke City
-112.888,47.501,SOUT,South Fork,406.466.5341/406.791.7701,,,MT,W,Augusta
-104.472,46.333,SOUT,South Sandstone FAS,,,Fish/Wildlife sites may have few facilitiies,MT,N,Ekalaka
-115.954,48.27,SPAR,Spar Lake,406.295.4693/406.293.6211,,,MT,S,Troy
-113.383,46.127,SPIL,Spillway,406.859.3211/406.683.3900,,,MT,S,Philipsburg
-111.193,45.44,SPIR,Spire Rock,406.522.2520/406.587.6701,early jun-late aug,,MT,NE,Big Sky
-111.935,47.121,SPIT,Spite Hill FAS,,,Fish/Wildlife sites may have few facilitiies,MT,NE,Craig
-113.528,47.926,SPOT,Spotted Bear,406.758.5376/406.758.5200,,,MT,SE,Hungry Horse
-113.884,48.607,SPRA,Sprague Creek - Glacier National Park,406.888.7800,,,MT,NE,West Glacier
-110.467,46.586,SPRI,Spring Creek,406.632.4391/406.791.7701,,,MT,E,White Sulphur Springs
-114.022,45.859,SPRG,Spring Gulch,406.821.3201/406.363.7121,mid may-late sep,,MT,NW,Sula
-113.165,46.171,SPRH,Spring Hill,406.859.3211/406.683.3900,mid jun-late sep,,MT,W,Anaconda
-113.608,46.349,SQUA,Squaw Rock,,,,MT,,
-113.446,48.751,STMA,St. Mary Lake - Glacier National Park,406.888.7800,all year,,MT,NW,St Mary
-113.344,45.601,STEE,Steel Creek,406.689.3243/406.683.3900,,,MT,NW,Dillon
-111.946,47.116,STIC,Stickney Creek FAS,,,Fish/Wildlife sites may have few facilitiies,MT,N,Craig
-114.656,48.604,STIL,Stillwater Lake,406.863.5400/406.758.5200,,,MT,NW,Whitefish
-113.274,46.174,STUA,Stuart Mill Bay FAS,,,Fish/Wildlife sites may have few facilitiies,MT,W,Anaconda
-113.351,48.319,SUMM,Summit,406.466.5341/406.791.7701,,,MT,SW,East Glacier Park
-110.894,45.31,SUNN,Sunny Brook Springs FAS,,,Fish/Wildlife sites may have few facilitiies,MT,SW,Livingston
-111.153,45.373,SWAN,Swan Creek,406.522.2520/406.587.6701,mid may-late sep,,MT,NE,Big Sky
-113.846,47.937,SWAL,Swan Lake,406.837.7500/406.758.5200,mid may-late sep,free wifi,MT,N,Swan Lake
-109.332,45.584,SWIN,Swinging Bridge FAS,,,Fish/Wildlife sites may have few facilitiies,MT,W,Joliet
-115.136,48.968,SWIS,Swisher Lake,406.296.2536/406.293.6211,,no RVs,MT,NW,Eureka
-115.278,47.916,SYLV,Sylvan Lake,406.293.7773/406.293.6211,,,MT,SW,Kalispell
-114.585,48.413,TALL,Tally Lake,406.863.5400/406.758.5200,mid may-late sep,,MT,W,Whitefish
-110.585,47.476,THAI,Thain Creek,406.566.2292/406.791.7701,,,MT,E,Great Falls
-106.633,47.836,PINS,The Pines - Fort Peck Lake,406.526.3493,,,MT,SW,Fort Peck
-113.606,46.951,THIB,Thibodeau FAS,,,Fish/Wildlife sites may have few facilitiies,MT,NE,Bonner
-115.095,48.043,THOM,Thompson Chain of Lakes FAS,,,Fish/Wildlife sites may have few facilitiies,MT,W,Kalispell
-115.389,47.616,THOM,Thompson Falls State Park,406.752.5501,early may-late sep,,MT,NW,Thompson Falls
-115.524,48.49,TIMB,Timberlane,406.293.7773,mid may-late aug,,MT,N,Libby
-115.141,48.897,TOBA,Tobacco River,406.296.2536/406.293.6211,,,MT,W,Eureka
-112.366,45.847,TOLL,Toll Mountain,406.287.3223/406.683.3900,,,MT,SE,Butte
-111.063,45.129,TOM,Tom Miner,406.848.7375/406.587.6701,,,MT,W,Gardiner
-106.799,45.102,TONG,Tongue River Reservoir State Park,406.232.0900,all year,,MT,NE,Decker
-111.406,46.121,TOST,Toston Dam,406.533.7600,,,MT,SE,Toston
-107.873,48.363,TRAF,Trafton City Park,406.654.1251,,,MT,N,Malta
-114.868,47.118,TROU,Trout Creek,406.822.4233/406.329.3750,,,MT,S,Superior
-114.599,48.923,TUCH,Tuchuck,406.387.3800/406.758.5200,,,MT,NW,Columbia Falls
-113.688,45.412,TWIN,Twin Lakes,406.689.3243/406.683.3900,,,MT,SW,Wisdom
-107.659,45.645,TWOL,Two Leggins FAS,,,Fish/Wildlife sites may have few facilitiies,MT,S,Hardin
-113.367,48.486,TWOM,Two Medicine - Glacier National Park,406.888.7800,,,MT,NW,East Glacier Park
-114.249,46.068,UPPE,Upper Como,406.821.3913/406.363.7121,,,MT,NW,Sula
-111.73,44.593,UPPL,Upper Lake,,,,MT,W,West Yellowstone
-113.23,47.074,UPSA,Upsata Lake FAS,,,Fish/Wildlife sites may have few facilitiies,MT,NE,Bonner
-111.705,45.366,VALL,Valley Garden FAS,,,Fish/Wildlife sites may have few facilitiies,MT,NE,Ennis
-113.471,45.247,VANH,Van Houten,406.689.3243/406.683.3900,,2 campgrounds,MT,S,Jackson
-111.752,45.228,VARN,Varney Bridge FAS,,,Fish/Wildlife sites may have few facilitiies,MT,S,Ennis
-111.651,46.767,VIGI,Vigilante,406.449.5490/406.449.5201,,,MT,NE,Helena
-115.563,48.392,VOLF,Volunteer Firemans Memorial Park - Libby,,,,MT,NW,Libby
-108.132,45.998,VOYA,Voyagers Rest FAS,,,Fish/Wildlife sites may have few facilitiies,MT,N,Ballantine
-111.567,44.807,WADE,Wade Lake,406.682.4253/406.683.3900,,,MT,NW,West Yellowstone
-114.039,45.843,WAR1,Warm Springs,406.821.3201/406.363.7121,,,MT,W,Sula
-113.163,46.199,WAR2,Warm Springs,406.859.3211/406.683.3900,,,MT,NW,Anaconda
-109.192,45.316,WATE,Water Birch FAS,,,Fish/Wildlife sites may have few facilitiies,MT,N,Red Lodge
-114.075,48.055,FLAW,Wayfarers State Park,406.837.4196,early may-late sep,,MT,,Bigfork
-110.307,45.548,WESB,West Boulder,406.932.5155/406.587.6701,,,MT,SW,Big Timber
-106.494,47.997,WESE,West End - Lake Fort Peck,406.526.3493,,,MT,W,Fort Peck
-112.807,47.961,WESF,West Fork,406.466.5341/406.791.7701,,,MT,W,Choteau
-115.147,47.817,WEFF,West Fork Fishtrap Creek,406.826.3821/406.329.3750,,,MT,NE,Thompson Falls
-111.58,44.887,WEST,West Fork Madison,406.682.4253/406.683.3900,,,MT,NW,West Yellowstone
-111.755,45.301,WESM,West Madison,,,,MT,S,Ennis
-114.188,47.95,FLAE,West Shore State Park,406.844.3066,all year,,MT,S,Kalispell
-111.889,46.763,WHIS,White Sandy,,,unknown facil,MT,NE,Helena
-109.337,45.575,WHIT,Whitebird FAS,,,Fish/Wildlife sites may have few facilitiies,MT,W,Joliet
-114.371,48.425,WHIL,Whitefish Lake State Park,406.862.3991,all year,,MT,NW,Whitefish
-112.479,46.259,WHIH,Whitehouse,406.287.3223/406.683.3900,,,MT,N,Butte
-115.814,48.828,WHIT,Whitetail,406.295.4693/406.293.6211,,,MT,N,Troy
-110.503,46.682,WHIA,Whitetail Camp,406.632.4391/406.791.7701,,,MT,NW,Martinsdale
-111.876,48.425,WLLM,Williamson Memorial City Park,406.434.5222,,,MT,S,Shelby
-113.077,45.637,WILL,Willow,406.832.3178/406.683.3900,,,MT,NW,Dillon
-112.44,47.547,WILL,Willow Creek FAS,,,Fish/Wildlife sites may have few facilitiies,MT,NW,Augusta
-112.011,47.02,WOLF,Wolf Creek Bridge FAS,,,Fish/Wildlife sites may have few facilitiies,MT,E,Wolf Creek
-112.793,47.428,WOOD,Wood Lake,406.466.5341/406.791.7701,,,MT,W,Augusta
-109.897,45.352,WOOB,Woodbine,406.446.2103/406.657.6200,mid may-mid sep,,MT,SW,Nye
-115.886,48.645,YAAK,Yaak Falls,406.295.4693/406.293.6211,,,MT,N,Troy
-115.975,48.561,YAKR,Yaak River,,,,MT,NW,Troy
-114.028,47.875,YELL,Yellow Bay State Park,406.982.3034,,,MT,NE,Poison
-111.492,46.267,YORK,Yorks Islands FAS,,,Fish/Wildlife sites may have few facilitiies,MT,S,Townsend
-122.51,42.882,ABBO,Abbott Creek,541.865.2700/541.618.2200,mid may-mid oct,,OR,N,Prospect
-122.053,45.596,AINS,Ainsworth State Park,503.695.2301,,,OR,E,Corbett
-124.102,44.069,ALDD,Alder Dune,541.563.3211/541.750.7000,all year,,OR,N,Florence
-122.061,45.084,ALDE,Alder Flat,503.630.6861/503.668.1700,,It is a 1 mile very easy hike to this campground - no auto access,OR,SE,Estacada
-123.579,45.266,ALDG,Alder Glen,541.574.3100,,unknown facilities,OR,E,Beaver
-121.91,44.178,ALDS,Alder Springs,541.822.3381/541.225.6300,,,OR,,
-124.189,42.113,ALFR,Alfred A Loeb State Park,541.469.2021,all year,,OR,NE,Brookings
-121.628,44.528,ALLE,Allen Springs,541.549.7700/541.383.5300,,,OR,N,Sisters
-121.637,44.472,ALLI,Allingham,541.549.7700/541.383.5300,,,OR,N,Sisters
-123.582,42.605,ALAM,Almeda County Park,541.474.5285,,tent sites,OR,N,Galice
-121.705,45.32,ALPI,Alpine,503.622.3191/503.668.1700,,,OR,NE,Government Camp
-123.499,44.329,ALSE,Alsea Falls,541.574.3100,,,OR,W,Monroe
-123.357,43.281,AMAC,Amacher Park,541.672.4901,mid apr-mid oct,,OR,W,Winchester
-123.192,45.856,ANDE,Anderson City Park,503.429.2531,,,OR,S,Vernonia
-119.624,45.108,ANSO,Anson Wright Memorial Park,541.989.9500,,,OR,S,Heppner
-120.392,44.001,ANTE,Antelope Reservoir,541.416.6449/541.416.6500,,,OR,SE,Prineville
-118.227,44.962,ANTL,Anthony Lake,541.426.4476/541.523.6391,,,OR,NW,Baker City
-118.233,44.958,ANTH,Anthony Lakes Tent,541.426.4476/541.523.6391,early jul-mid sep,,OR,W,Haines
-122.676,43.305,APPL,Apple Creek,541.496.3532/541.957.3200,,,OR,E,North Umpqua
-122.391,42.204,APSE,Apserkaha Park  - Howard Prairie Lake,541.774.8183,,,OR,E,Ashland
-123.806,44.021,ARCH,Archie Knowles,541.563.3211/541.750.7000,,,OR,E,Mapleton
-123.051,44.111,ARMT,Armitage Park Campground,541.682.2000,,,OR,NE,Eugene
-122.152,45.162,ARMS,Armstrong,503.630.6861/503.668.1700,early may-mid sep,,OR,SE,Estacada
-122.732,43.045,ASHF,Ash Flat Forest Camp,541.825.3100/541.957.3200,,,OR,NE,Tiller
-122.214,42.384,ASPE,Aspen Point,541.885.3406/541.947.2151,early jun-late aug,,OR,NW,Klamath Falls
-121.558,45.303,BADG,Badger Lake,541.467.2291/503.668.1700,,rough road - high clearance,OR,SW,Dufur
-122.939,43.771,BAKE,Baker Bay Park,541.942.7669,,,OR,NW,Dorena
-121.613,45.217,BARL,Barlow Crossing,541.352.6002/503.668.1700,,,OR,S,Parkdale
-119.936,44.473,BARN,Barnhouse,541.477.6901/541.416.6500,,,OR,N,Paulina
-122.406,45.382,BART,Barton Park,503.742.4414,early may-late oct,,OR,E,Oregon City
-123.951,45.574,BARV,Barview Jetty Park,503.322.3522,,,OR,NW,Garibaldi
-124.348,43.341,BAST,Bastendorff Beach County Park,541.888.5353,,,OR,W,Charleston
-118.51,44.592,BATE,Bates State Park,541.932.4453,,,OR,SW,Bates
-124.089,44.382,BEAC,Beachside State Rec Area,541.563.3220,all year,,OR,S,Waldport
-123.765,42.969,BEAR,Bear Creek,,,unknown facilities,OR,SW,Camas Valley
-120.124,44.937,BEHO,Bear Hollow County Park,541.763.2010,,,OR,SE,Fossil
-118.751,45.185,BEAR,Bear Wallow Creek,541.427.3231/541.278.3716,,,OR,S,Pilot Rock
-122.367,42.304,BEAV,Beaver Dam,541.865.2700/541.618.2200,mid may-mid nov,,OR,SE,Butte Falls
-120.949,45.337,BEAT,Beavertail,541.416.6700,,,OR,SE,Dufur
-122.546,43.973,BEDR,Bedrock,541.782.2283/541.225.6300,,,OR,E,Lowell
-124.079,43.112,BENN,Bennett County Park,,,unknown facilities,OR,,Myrtle Point
-123.316,44.568,BENT,Benton Oaks RV,541.766.6521,,,OR,W,Corvallis
-124.058,44.729,BEVE,Beverly Beach State Park,541.265.9278,all year,,OR,N,Newport
-119.611,44.781,BIGB,Big Bend,503.808.6002,,,OR,NE,Kimberly
-118.616,44.183,BIGC,Big Creek,541.820.3800/541.575.3000,,,OR,E,Seneca
-123.161,45.932,BIGD,Big Eddy County Park,503.397.2353,,,OR,N,Vernonia
-123.722,44.544,BIGE,Big Elk,541.563.3211/541.750.7000,,,OR,W,Blodgett
-121.87,44.378,BIGL,Big Lake,541.822.3381/541.225.6300,early jun-mid oct,,OR,W,Sisters
-123.676,42.458,BIGN,Big Pine,541.471.6500/541.618.2200,mid may-mid oct,,OR,W,Merlin
-122.598,43.966,BIGP,Big Pool,541.782.2283/541.225.6300,,,OR,E,Fall Creek
-121.498,43.817,BIGR,Big River,541.383.4000/541.383.5300,early may-late sep,,OR,N,La Pine
-119.993,44.332,BIGS,Big Spring,541.477.6901/541.416.6500,,,OR,N,Paulina
-117.496,43.227,BIRC,Birch Creek Historic Ranch,,,,OR,NW,Jordan Valley
-118.306,45.3,BIRD,Bird Track Springs,541.963.7186/541.523.6391,,,OR,W,La Grande
-122.566,43.807,BLAY,Black Canyon,541.782.2283/541.225.6300,mid may-mid oct,,OR,NW,Oakridge
-123.835,44.371,BLAB,Blackberry,541.563.3211/541.750.7000,all year,,OR,E,Waldport
-116.873,45.158,BLAC,Blackhorse,541.426.4978/541.523.6391,,,OR,SE,Joseph
-122.244,43.837,BLAI,Blair Lake,541.782.2283/541.225.6300,,,OR,NE,Oakridge
-121.732,44.421,BLUB,Blue Bay,541.549.7700/541.383.5300,early jun-mid sep,,OR,NW,Sisters
-122.298,43.709,BLUP,Blue Pool,541.782.2283/541.225.6300,,,OR,E,Oakridge
-124.262,43.451,BLUE,Bluebill,541.563.3211/541.750.7000,early may-late sep,,OR,NW,North Bend
-119.708,45.843,BOAR,Boardman Marina and RV Park,888.481.7217,,,OR,NW,Boardman
-122.799,43.325,BOGU,Bogus Creek,541.496.3532/541.957.3200,,,OR,E,Idleyld Park
-123.457,42.023,BOLA,Bolan Lake,541.471.6500/541.618.2200,,,OR,SE,Cave Junction
-121.391,45.257,BONC,Bonney Crossing,541.467.2291/503.668.1700,,,OR,SW,Dufur
-121.584,45.265,BONN,Bonney Meadows,541.467.2291/503.668.1700,,,OR,SW,Dufur
-122.777,43.053,BOUC,Boulder Creek,541.825.3100/541.957.3200,,,OR,NE,Tiller
-122.526,43.304,BOUF,Boulder Flat,541.496.3532/541.957.3200,,,OR,E,Idleyld Park
-117.558,45.472,BOUN,Boundary,541.426.4978/541.523.6391,,,OR,W,Enterprise
-121.64,43.393,BOUS,Boundary Spring,541.433.3200/541.383.5300,,,OR,SE,Crescent
-121.989,44.781,BREB,Breitenbush,503.854.3366/541.225.6300,,,OR,,
-121.783,44.768,BREI,Breitenbush Lake,503.630.6861/503.668.1700,,,OR,E,Detroit
-122.141,43.133,BROA,Broken Arrow,541.498.2531/541.957.3200,early jun-late aug,,OR,S,Diamond Lake
-122.609,43.962,BROK,Broken Bowl,541.782.2283/541.225.6300,,,OR,E,Lowell
-124.267,42.044,BROO,Brookings Harbor Beachfront RV Park,541.469.5867,,,OR,SE,Brookings
-119.709,43.788,BUCS,Buck Spring .,541.573.4300/541.575.3000,,,OR,,
-116.836,45.755,BUCH,Buckhorn,541.426.4978/541.523.6391,,,OR,N,Imnaha
-121.628,43.725,BULL,Bull Bend,541.383.4000/541.383.5300,,,OR,NW,La Pine
-119.663,44.974,BULP,Bull Prairie,541.676.9187/541.278.3716,,,OR,S,Heppner
-124.399,43.152,BULB,Bullards Beach State Park,541.347.2209,all year,,OR,N,Bandon
-117.403,44.025,BULC,Bully Creek Reservoir County Park,541.473.2969,,,OR,W,Vale
-122.187,43.319,BUNK,Bunker Hill,541.498.2531/541.957.3200,,,OR,N,Diamond Lake
-124.271,42.725,BUTL,Butler Bar,541.439.6200/541.618.2200,,,OR,SW,Powers
-121.058,43.496,CABI,Cabin Lake,541.383.4000/541.383.5300,,,OR,N,Fort Rock
-122.593,43.106,CAMP,Camp Comfort,541.825.3100/541.957.3200,,,OR,NE,Tiller
-121.866,45.302,CAMC,Camp Creek,503.622.3191/503.668.1700,mid may-late aug,,OR,SE,Zigzag
-123.937,46.12,CAMP,Camp Rilea Military,503.836.4052,,military only - do not use our lat/lon - contact them for directions and info,OR,S,Warrenton
-121.639,44.464,CAMS,Camp Sherman,541.549.7700/541.383.5300,all year,,OR,N,Sisters
-121.788,44.803,CAMT,Camp Ten (Olallie),503.630.6861/503.668.1700,,,OR,E,Detroit
-123.053,45.932,CAMW,Camp Wilkerson,503.556.3536,,RVs discouraged,OR,SW,Raineir
-120.751,42.563,CAML,Campbell Lake,541.943.4401/541.947.2151,,,OR,SW,Paisley
-122.412,43.501,CAMF,Campers Flat,541.782.2283/541.225.6300,,,OR,S,Oakridge
-120.167,42.381,CANS,Can Springs,541.947.6328/541.947.2151,,,OR,NE,Lakeview
-121.619,44.575,CAND,Candle Creek,541.549.7700/541.383.5300,,,OR,N,Sisters
-122.731,43.348,CANT,Canton Creek,541.496.3532/541.957.3200,,,OR,E,North Umpqua
-123.066,42.221,CANR,Cantrell Buckley Park,541.774.8183,,,OR,SW,Jacksonville
-121.641,44.501,CANY,Canyon Creek,541.549.7700/541.383.5300,,dispersed along creek - no failities,OR,N,Sisters
-118.774,44.24,CANM,Canyon Meadows,/541.575.3000,,,OR,SE,Canyon City
-124.531,42.864,CAPB,Cape Blanco State Park,541.332.6774,all year,,OR,N,Port Orford
-123.972,45.353,CAPL,Cape Lookout State Park,503.842.4981,all year,,OR,SW,Tillamook
-124.1,44.281,CAPP,Cape Perpetua,541.563.3211/541.750.7000,mid may-mid sep,,OR,S,Yachats
-123.166,42.024,CARB,Carberry,/541.618.2200,,,OR,S,Applegate
-122.156,45.169,CART,Carter Bridge,503.630.6861/503.668.1700,,,OR,SE,Estacada
-124.145,43.859,CARL,Carter Lake,541.563.3211/541.750.7000,mid may-late sep,,OR,S,Florence
-122.473,44.398,CASC,Cascadia State Park,541.367.6021,,,OR,E,Sweet Home
-122.664,43.973,CASR,Cascara  State Park,541.937.1173,mid may-mid sep,,OR,E,Eugene
-117.627,45.133,CATH,Catherine Creek,541.963.7186/541.523.6391,,dispersed,OR,SE,La Grande
-117.74,45.153,CATS,Catherine Creek State Park,800.551.6949.,all year,,OR,SE,Union
-123.431,42.115,CAVE,Cave Creek,541.471.6500/541.618.2200,,,OR,E,Cave Junction
-123.022,43.2,CAVI,Cavitt Creek Falls  - North Umpqua River RA,,,RVs not recommended - swim hole,OR,E,Roseburg
-122.706,43.671,CEDA,Cedar Creek,541.767.5000/541.957.3200,,,OR,SE,Cottage Grove
-120.961,45.65,CELI,Celilo,541 . 296.1181,,no designated sites,OR,E,The Dalles
-122.894,45.248,CHAM,Champoeg State Park,503.678.1251,all year,,OR,SE,Newberg
-123.293,42.948,CHAR,Charles V. Stanton Park,541.839.4483,,,OR,S,Myrtle Creek
-124.326,43.344,CHMP,Charleston Marina RV Park,,,,OR,NE,Charleston
-119.612,43.546,CHIC,Chickahominy Reservoir,541.573.4400,all year,,OR,W,Riley
-123.16,42.85,CHIE,Chief Miwaleta,541.837.3302,,,OR,NE,Azalea
-120.816,44.137,CHIM,Chimney Rock,541.447.6304,,,OR,S,Prineville
-121.037,43.658,CHIN,China Hat,541.383.4000/541.383.5300,,,OR,,
-120.449,43.347,CHRI,Christmas Valley,,,,OR,NE,Christmas Valley
-118.156,43.803,CHUK,Chukar Park,541. 473.3144,,,OR,NW,Juntura
-121.201,43.738,CIND,Cinder Hill,541.383.4000/541.383.5300,early jun-late sep,,OR,E,La Pine
-121.748,45.096,CLAC,Clackamas Lake,503.622.3191/503.668.1700,mid may-late aug,,OR,S,Government Camp
-122.604,45.371,CLAR,Clackamette RV Park,,,,OR,N,Oregon City
-123.201,46.105,CLAT,Clatskanie City Park,503.728.3094,,nice park,OR,NE,Clatskanie
-123.568,43.905,CLAY,Clay Creek,541.473.3144,,,OR,S,Walton
-121.58,45.146,CLEC,Clear Creek,541.467.2291/503.668.1700,,,OR,SW,Dufur
-121.695,45.18,CLEL,Clear Lake,541.352.6002/503.668.1700,mid may-mid sep,,OR,S,Government Camp
-121.999,44.375,CLER,Clear Lake Resort,541.967.3917,,,OR,W,Sisters
-122.23,43.249,CLEF,Clearwater Falls,541.498.2531/541.957.3200,,,OR,NW,Diamond Lake
